record_type,run_id,dgp,N,T,replication,method,target,primary_status,status,completed_dgp_replication,point_estimate_valid,inference_valid,retained_for_bias_rmse,retained_for_coverage,retained_for_rejection,supplied_rank_vector,selected_rank_vector,cap_pilot_rank,candidate_coverage,rank_selection_diagnostics,expected_fit_count,semantic_replication_id,dgp_realization_hash,replication_runtime_seconds,exception_type,exception_message,unconstrained_outside_box,constrained_fallback_used,boundary_active,constrained_solver_status,estimate,truth,standard_error,variance,extreme_estimate_flag,true_rank_vector,rank_classification,pilot_accepted,final_postrefit_valid
replication,f6c655e22d7c8930,1,200,100,0,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp1_N200_T100_r00000_truth1-0-2,8364a538fe0069cc296e27bfdfb5e797674baef6f14d82e69fd07e540a21a4c0,32.44710949998989,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,False,False,False,not_needed_interior_fast_path,,,,,False,"(1,0,2)",unresolved,False,False
replication,f6c655e22d7c8930,1,200,100,1,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp1_N200_T100_r00001_truth1-0-2,1a234f8099ce90bc243642694fbff569b515d9817e68febde3f5d09e7bc1cf33,76.0474022999988,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,True,True,True,success,,,,,False,"(1,0,2)",unresolved,False,False
replication,f6c655e22d7c8930,1,200,100,2,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp1_N200_T100_r00002_truth1-0-2,66ddb16d9ae72dbce813e21e36edfa189aee40a7379d3f20a70c41aae232224a,31.386875500000315,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,False,False,False,not_needed_interior_fast_path,,,,,False,"(1,0,2)",unresolved,False,False
replication,f6c655e22d7c8930,1,200,100,0,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp1_N200_T100_r00000_truth1-1-1,59a94a022114ed1f853d059e21a82c8763c1df37c63a2495ea57d9b15581964f,182.32864880000125,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,True,True,True,success,,,,,False,"(1,1,1)",unresolved,False,False
replication,f6c655e22d7c8930,1,200,100,1,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp1_N200_T100_r00001_truth1-1-1,74611329d408baf7ac4031812f6c50a0b9e88ddd3b4cf72d957b31c9b2398271,133.26936389999173,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,True,True,True,constrained_optimality_failure,,,,,False,"(1,1,1)",unresolved,False,False
replication,f6c655e22d7c8930,1,200,100,2,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp1_N200_T100_r00002_truth1-1-1,155c5c78d76577a888da7738b09d1db21f1ac88a2a9f1053723ab6973f581125,135.28120129999297,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,True,True,True,constrained_optimality_failure,,,,,False,"(1,1,1)",unresolved,False,False
replication,f6c655e22d7c8930,1,200,100,0,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp1_N200_T100_r00000_truth2-1-1,441d55ede69f8aa0ab7135432dd6f4b64f16d21e1833a545e0f81c2f3c2ca8b8,52.48390410000866,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,False,False,False,not_needed_interior_fast_path,,,,,False,"(2,1,1)",unresolved,False,False
replication,f6c655e22d7c8930,1,200,100,1,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp1_N200_T100_r00001_truth2-1-1,8803a851e144f6215fa34bcc7e11dd8593fabde70c03a9ca5cfccf7cbd445348,50.6559785999998,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,False,False,False,not_needed_interior_fast_path,,,,,False,"(2,1,1)",unresolved,False,False
replication,f6c655e22d7c8930,1,200,100,2,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp1_N200_T100_r00002_truth2-1-1,8a4d473ec9fdbf91a53b3625fec56749fc295b1b6ab1877f299e44188d91d4cb,52.179281600008835,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,False,False,False,not_needed_interior_fast_path,,,,,False,"(2,1,1)",unresolved,False,False
replication,f6c655e22d7c8930,1,200,200,0,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp1_N200_T200_r00000_truth1-0-2,356c20587d191bebb985b3b510a63c419bedb5bf734ca304d795b24963a6780d,60.203612299999804,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,False,False,False,not_needed_interior_fast_path,,,,,False,"(1,0,2)",unresolved,False,False
replication,f6c655e22d7c8930,1,200,200,1,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp1_N200_T200_r00001_truth1-0-2,a929118be4a1c3b44575996eb86df85d22f660de949b262affa2558b306ced5d,58.23080430000846,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,False,False,False,not_needed_interior_fast_path,,,,,False,"(1,0,2)",unresolved,False,False
replication,f6c655e22d7c8930,1,200,200,2,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp1_N200_T200_r00002_truth1-0-2,dcbe84141057dcfc40bcda16ab150f57a17e14bd584f068d717c8a8992128208,58.2615181000001,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,False,False,False,not_needed_interior_fast_path,,,,,False,"(1,0,2)",unresolved,False,False
replication,f6c655e22d7c8930,1,200,200,0,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp1_N200_T200_r00000_truth1-1-1,9b4818abe1a0dab23ca436869336074ea3534f2d598f1a8f66e352359e63de6f,57.65148020000197,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,False,False,False,not_needed_interior_fast_path,,,,,False,"(1,1,1)",unresolved,False,False
replication,f6c655e22d7c8930,1,200,200,1,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp1_N200_T200_r00001_truth1-1-1,0a6a09476a661f1f5b6b6b883a96085eb20154580eb45b6e3c62dd24be015830,57.10219720000168,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,False,False,False,not_needed_interior_fast_path,,,,,False,"(1,1,1)",unresolved,False,False
replication,f6c655e22d7c8930,1,200,200,2,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp1_N200_T200_r00002_truth1-1-1,35117c8fa29ab8d28f3b00aa82ba8ca0a024ea7fd74656792e53a989e56bb15e,141.8554118000029,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,True,True,True,constrained_optimality_failure,,,,,False,"(1,1,1)",unresolved,False,False
replication,f6c655e22d7c8930,1,200,200,0,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp1_N200_T200_r00000_truth2-1-1,a5feaa6cf730fe135c4709d8dd12b15f062e4e3a54ace3b920222851685a9522,89.90783019999799,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,False,False,False,not_needed_interior_fast_path,,,,,False,"(2,1,1)",unresolved,False,False
replication,f6c655e22d7c8930,1,200,200,1,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp1_N200_T200_r00001_truth2-1-1,a2898127162183f3456dd57fd4a8e89ecef3d0fa654fcf9df488e6a29bc8953e,90.37693949999812,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,False,False,False,not_needed_interior_fast_path,,,,,False,"(2,1,1)",unresolved,False,False
replication,f6c655e22d7c8930,1,200,200,2,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp1_N200_T200_r00002_truth2-1-1,2ee77c0b3721c0adb43adaa7e578c340d01218807ac1811b489d93c169b1b26b,91.45004349999363,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,False,False,False,not_needed_interior_fast_path,,,,,False,"(2,1,1)",unresolved,False,False
replication,f6c655e22d7c8930,1,50,50,0,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp1_N50_T50_r00000_truth1-0-2,c38a936e6232d8c56371e0e70e17851b6d16f52650400af563bc1ddb2d8751e6,32.13991160001024,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,True,True,True,constrained_optimality_failure,,,,,False,"(1,0,2)",unresolved,False,False
replication,f6c655e22d7c8930,1,50,50,1,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp1_N50_T50_r00001_truth1-0-2,9176cb348f2b5635a2c93a861013a69d136798fb0ff4a787514e02ec90c8b71d,43.40700839999772,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,True,True,True,constrained_optimality_failure,,,,,False,"(1,0,2)",unresolved,False,False
replication,f6c655e22d7c8930,1,50,50,2,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp1_N50_T50_r00002_truth1-0-2,484f21f9af0cebb079d7744ee81def61d5249e2d6e564345434d6cf30a0abac6,44.233945400002995,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,True,True,True,constrained_optimality_failure,,,,,False,"(1,0,2)",unresolved,False,False
replication,f6c655e22d7c8930,1,50,50,0,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp1_N50_T50_r00000_truth1-1-1,4f3013654f658e28225634507b170738cf90916072dcf46bea9f57c6ed0afd41,39.37095209999825,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,True,True,True,constrained_optimality_failure,,,,,False,"(1,1,1)",unresolved,False,False
replication,f6c655e22d7c8930,1,50,50,1,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp1_N50_T50_r00001_truth1-1-1,3dace4ed0c314804673f0812b74e130416f5124252f3a155e76f38217d47d3c0,39.76319610000064,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,True,True,True,constrained_optimality_failure,,,,,False,"(1,1,1)",unresolved,False,False
replication,f6c655e22d7c8930,1,50,50,2,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp1_N50_T50_r00002_truth1-1-1,0743b7aef9686a6658f69ca6b17a8304576ddaed3f55676b9e2233aec0e56c47,40.87441869999748,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,True,True,True,constrained_optimality_failure,,,,,False,"(1,1,1)",unresolved,False,False
replication,f6c655e22d7c8930,1,50,50,0,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp1_N50_T50_r00000_truth2-1-1,32402bd2777da5069638564fbcfdf18516aa08e1ae47cca58f72f84d0c838b41,44.09644009999465,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,True,True,True,constrained_optimality_failure,,,,,False,"(2,1,1)",unresolved,False,False
replication,f6c655e22d7c8930,1,50,50,1,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp1_N50_T50_r00001_truth2-1-1,c3fa39101009b76468c68a3ac2af5e210ef8d58cb030c2feb240ff7ca1e49d4b,60.70264450000832,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,True,True,True,constrained_optimality_failure,,,,,False,"(2,1,1)",unresolved,False,False
replication,f6c655e22d7c8930,1,50,50,2,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp1_N50_T50_r00002_truth2-1-1,61e38461b3f70ae5e688140336482d2c116e31dee4c79f4ecee3bbc4bae4cb87,60.58986239999649,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,True,True,True,constrained_optimality_failure,,,,,False,"(2,1,1)",unresolved,False,False
replication,f6c655e22d7c8930,2,100,100,0,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp2_N100_T100_r00000_truth1-0-2,d8b986365c8896673068b1922973362f1ed981cda358067ff041f90f53d003bd,17.53036129999964,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,False,False,False,not_needed_interior_fast_path,,,,,False,"(1,0,2)",unresolved,False,False
replication,f6c655e22d7c8930,2,100,100,1,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp2_N100_T100_r00001_truth1-0-2,9c3556e4510c0f816ccbe6d69edf87b1cb2892c1a829a35fc517e358a6a9a70e,48.13948889999301,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,True,True,False,constrained_optimality_failure,,,,,False,"(1,0,2)",unresolved,False,False
replication,f6c655e22d7c8930,2,100,100,2,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp2_N100_T100_r00002_truth1-0-2,b9adeb3421b093f8135280f453b14e6938fd10d000d363072b0454707b6030c3,48.69865750000463,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,True,True,True,constrained_optimality_failure,,,,,False,"(1,0,2)",unresolved,False,False
replication,f6c655e22d7c8930,2,100,100,0,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp2_N100_T100_r00000_truth1-1-1,058adf50e2955d7a27bd3b90bc4d3ad2438412f95a6df67c8f29e64db43a1bd0,51.813609999997425,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,True,True,True,constrained_optimality_failure,,,,,False,"(1,1,1)",unresolved,False,False
replication,f6c655e22d7c8930,2,100,100,1,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp2_N100_T100_r00001_truth1-1-1,c09732d7679b152ddbecaff7fe7dbaa16f1d24bbfe67f0f60c2355d54934e2d7,125.0939279999875,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,True,True,True,constrained_optimality_failure,,,,,False,"(1,1,1)",unresolved,False,False
replication,f6c655e22d7c8930,2,100,100,2,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp2_N100_T100_r00002_truth1-1-1,ec7428506db7206a362176af164ce819dd3d09961a56afd5df221ae7e4a09cff,50.914620199997444,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,True,True,True,success,,,,,False,"(1,1,1)",unresolved,False,False
replication,f6c655e22d7c8930,2,100,100,0,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp2_N100_T100_r00000_truth2-1-1,985685ce1e80adeb3da49763c188aa7bd032b92387055697ed60106afc661f0b,31.17776479999884,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,False,False,False,not_needed_interior_fast_path,,,,,False,"(2,1,1)",unresolved,False,False
replication,f6c655e22d7c8930,2,100,100,1,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp2_N100_T100_r00001_truth2-1-1,7b2b63dad0b07362d451706c65ad8a6205fb6d7be3e690b3d170276f2dfd5eee,30.78015970000706,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,False,False,False,not_needed_interior_fast_path,,,,,False,"(2,1,1)",unresolved,False,False
replication,f6c655e22d7c8930,2,100,100,2,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp2_N100_T100_r00002_truth2-1-1,24fe46c827c5404a5aafb2e1859110f9cde830d17e0c5a2587c5643ed6af1a25,31.526619099997333,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,False,False,False,not_needed_interior_fast_path,,,,,False,"(2,1,1)",unresolved,False,False
replication,f6c655e22d7c8930,2,100,200,0,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp2_N100_T200_r00000_truth1-0-2,6fe8582c2fc7539687e99e012faa7b2b0f5acc49d40e9135a2414fe2a2a3980e,32.39209980001033,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,False,False,False,not_needed_interior_fast_path,,,,,False,"(1,0,2)",unresolved,False,False
replication,f6c655e22d7c8930,2,100,200,1,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp2_N100_T200_r00001_truth1-0-2,399e0d04fb620419b8865d2e5ad03ebe7a17bcc366b293762b39bbbdf32ff72a,64.87843050000083,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,True,True,True,success,,,,,False,"(1,0,2)",unresolved,False,False
