record_type,run_id,dgp,N,T,replication,method,target,primary_status,status,completed_dgp_replication,point_estimate_valid,inference_valid,retained_for_bias_rmse,retained_for_coverage,retained_for_rejection,supplied_rank_vector,selected_rank_vector,cap_pilot_rank,candidate_coverage,rank_selection_diagnostics,expected_fit_count,semantic_replication_id,dgp_realization_hash,replication_runtime_seconds,exception_type,exception_message,unconstrained_outside_box,constrained_fallback_used,boundary_active,constrained_solver_status
replication,f87b622f889053fe,3,100,100,2026080902,fixed_rank,__replication__,success,success,True,False,False,False,False,False,"[1, 1, 1]",,,,,7,dgp3_N100_T100_r2026080902_truth1-1-1,a80b1dc158bf7197b27eea4267dee23fd3e9dd9f1c81f7d18fe761c2c0a6af8a,7.527708699984942,,,False,False,False,not_needed_interior_fast_path
replication,f87b622f889053fe,3,100,100,2026080903,fixed_rank,__replication__,success,success,True,False,False,False,False,False,"[1, 1, 1]",,,,,7,dgp3_N100_T100_r2026080903_truth1-1-1,349099d40410e89a3261b6c0becee8b07d39daa1575ac9899857096efe244fa7,7.27258650001022,,,False,False,False,not_needed_interior_fast_path
replication,f87b622f889053fe,3,50,50,2026080901,fixed_rank,__replication__,success,success,True,False,False,False,False,False,"[1, 1, 1]",,,,,10,dgp3_N50_T50_r2026080901_truth1-1-1,b4816eeb0ec04445ef30367efa35b3b8ec7d042786c940a13130e81a1d4b4d31,6.955423100007465,,,True,True,True,success
replication,f87b622f889053fe,3,50,50,2026080902,fixed_rank,__replication__,full_fit_failure,full_fit_failure,True,False,False,False,False,False,"[1, 1, 1]",,,,,3,dgp3_N50_T50_r2026080902_truth1-1-1,c96fb066423fa1b174db6597b2257f58aabda7b7b561a96da1fd0d38f84d545f,0.22733399999560788,,1.00909102238845e-06,False,False,False,not_needed_interior_fast_path
replication,f87b622f889053fe,3,50,50,2026080903,fixed_rank,__replication__,full_fit_failure,full_fit_failure,True,False,False,False,False,False,"[1, 1, 1]",,,,,3,dgp3_N50_T50_r2026080903_truth1-1-1,6fb83e7a9b613aff311a8dff6a9d158909e60b218ab5f9041bc71bb7d21e1b75,0.31905759999062866,,1.3288968880749802e-06,False,False,False,not_needed_interior_fast_path
replication,f87b622f889053fe,4,100,100,2026080901,fixed_rank,__replication__,success,success,True,False,False,False,False,False,"[1, 1, 1]",,,,,7,dgp4_N100_T100_r2026080901_truth1-1-1,673c651ab23354886ca6e9c3267d76761aa53585c582f93b414a0c36ede3f1fb,7.2270027000049595,,,False,False,False,not_needed_interior_fast_path
replication,f87b622f889053fe,4,100,100,2026080902,fixed_rank,__replication__,success,success,True,False,False,False,False,False,"[1, 1, 1]",,,,,7,dgp4_N100_T100_r2026080902_truth1-1-1,a439177546ba3960f04b232817dab5cbc9466597692ef97cbc96b315202bf663,6.811840199981816,,,False,False,False,not_needed_interior_fast_path
replication,f87b622f889053fe,4,100,100,2026080903,fixed_rank,__replication__,success,success,True,False,False,False,False,False,"[1, 1, 1]",,,,,7,dgp4_N100_T100_r2026080903_truth1-1-1,102412e519b349051e880e413c96805747a1f22053d1abace5e0953dcc4138b9,5.9779927999770734,,,False,False,False,not_needed_interior_fast_path
replication,f87b622f889053fe,4,50,50,2026080901,fixed_rank,__replication__,full_fit_failure,full_fit_failure,True,False,False,False,False,False,"[1, 1, 1]",,,,,3,dgp4_N50_T50_r2026080901_truth1-1-1,a1b997dcb183691ba1ba367a6e2155d66291753ed9f53dbabe9d6f1e37fcdd9f,0.2527702000224963,,1.0839503392118043e-06,False,False,False,not_needed_interior_fast_path
replication,f87b622f889053fe,4,50,50,2026080902,fixed_rank,__replication__,success,success,True,False,False,False,False,False,"[1, 1, 1]",,,,,7,dgp4_N50_T50_r2026080902_truth1-1-1,97221dafce836db780cd6756ae626ad4e1025ef9027c4a01891ef3fc9140595d,38.81181699997978,,,True,True,True,success
replication,f87b622f889053fe,4,50,50,2026080903,fixed_rank,__replication__,success,success,True,False,False,False,False,False,"[1, 1, 1]",,,,,7,dgp4_N50_T50_r2026080903_truth1-1-1,54c453d5a4ed9bc913448e95a773f362e3ff642638ebecba48b1b332465befb1,6.535767499997746,,,True,True,True,success
