record_type,run_id,dgp,N,T,replication,method,target,primary_status,status,completed_dgp_replication,point_estimate_valid,inference_valid,retained_for_bias_rmse,retained_for_coverage,retained_for_rejection,supplied_rank_vector,selected_rank_vector,cap_pilot_rank,candidate_coverage,rank_selection_diagnostics,expected_fit_count,semantic_replication_id,dgp_realization_hash,replication_runtime_seconds,exception_type,exception_message,unconstrained_outside_box,constrained_fallback_used,boundary_active,constrained_solver_status
replication,3a7461a6c19714a6,2,50,50,2026080802,fixed_rank,__replication__,success,success,True,False,False,False,False,False,"[1, 1, 1]",,,,,7,dgp2_N50_T50_r2026080802_truth1-1-1,1c98f6ecb0fae81810fb7205f6104d839d8940f5d1e16fa4b432fd63b8a52b7d,82.81498939997982,,,True,True,True,success
replication,3a7461a6c19714a6,2,50,50,2026080803,fixed_rank,__replication__,success,success,True,False,False,False,False,False,"[1, 1, 1]",,,,,7,dgp2_N50_T50_r2026080803_truth1-1-1,2dff41939d5612dda741632bc8870c036fd98bce37a1116da6ceb0fb6e4026db,1.963190799986478,,,False,False,False,not_needed_interior_fast_path
replication,3a7461a6c19714a6,3,100,100,2026080801,fixed_rank,__replication__,success,success,True,False,False,False,False,False,"[1, 1, 1]",,,,,7,dgp3_N100_T100_r2026080801_truth1-1-1,83848105eb0baf3744a9e4b391f2ad6c499b34ba3cb89dbfb2b79925d013b7ab,4.124767999979667,,,False,False,False,not_needed_interior_fast_path
replication,3a7461a6c19714a6,3,100,100,2026080802,fixed_rank,__replication__,success,success,True,False,False,False,False,False,"[1, 1, 1]",,,,,7,dgp3_N100_T100_r2026080802_truth1-1-1,a76f1fbf584d2003b12bf487e5372373056e2fcc5d0eaa8b6684a4cd34e94d86,4.582276600005571,,,False,False,False,not_needed_interior_fast_path
replication,3a7461a6c19714a6,3,100,100,2026080803,fixed_rank,__replication__,success,success,True,False,False,False,False,False,"[1, 1, 1]",,,,,7,dgp3_N100_T100_r2026080803_truth1-1-1,c1d3d6b2b3aa9fe1cd0d7209e67d1943514ad3e1ba64bb2af8205f6b77dd53eb,4.481382500001928,,,False,False,False,not_needed_interior_fast_path
replication,3a7461a6c19714a6,3,50,50,2026080801,fixed_rank,__replication__,success,success,True,False,False,False,False,False,"[1, 1, 1]",,,,,7,dgp3_N50_T50_r2026080801_truth1-1-1,c130274eb99da15dec738f2cfd07f8e7f9902cb2130532d7383dda423dfb5426,97.9541831999959,,,True,True,True,success
replication,3a7461a6c19714a6,3,50,50,2026080802,fixed_rank,__replication__,success,success,True,False,False,False,False,False,"[1, 1, 1]",,,,,7,dgp3_N50_T50_r2026080802_truth1-1-1,1610ea6b183c05332889e561cf20294744f1200028f4ab50120654917d586337,8.931193199998233,,,True,True,True,success
replication,3a7461a6c19714a6,3,50,50,2026080803,fixed_rank,__replication__,success,success,True,False,False,False,False,False,"[1, 1, 1]",,,,,7,dgp3_N50_T50_r2026080803_truth1-1-1,56b0996f0bf529b119f4e6c1fc9bd1f8d1960b5ae5d5911463c453f7f0ecef75,2.1694268999854103,,,False,False,False,not_needed_interior_fast_path
replication,3a7461a6c19714a6,4,100,100,2026080801,fixed_rank,__replication__,success,success,True,False,False,False,False,False,"[1, 1, 1]",,,,,7,dgp4_N100_T100_r2026080801_truth1-1-1,01d069d83b4264e7101b3cebd481b013d91c9e98496bcbe56511e84038346dbe,5.814125200005947,,,False,False,False,not_needed_interior_fast_path
replication,3a7461a6c19714a6,4,100,100,2026080802,fixed_rank,__replication__,success,success,True,False,False,False,False,False,"[1, 1, 1]",,,,,7,dgp4_N100_T100_r2026080802_truth1-1-1,d6e051aabc7e3f6562140035c1e9a1e493c06ac36473c57231cdcb23c0f148a5,5.47007099998882,,,False,False,False,not_needed_interior_fast_path
replication,3a7461a6c19714a6,4,100,100,2026080803,fixed_rank,__replication__,success,success,True,False,False,False,False,False,"[1, 1, 1]",,,,,7,dgp4_N100_T100_r2026080803_truth1-1-1,393c6c07a6df2076ef9902d24848ebc6db7e2b73534cd5762050f07501f16e95,6.339080700010527,,,False,False,False,not_needed_interior_fast_path
replication,3a7461a6c19714a6,4,50,50,2026080801,fixed_rank,__replication__,success,success,True,False,False,False,False,False,"[1, 1, 1]",,,,,7,dgp4_N50_T50_r2026080801_truth1-1-1,a3d5a689a95526aa8ef466c3bb4234ebbcfb02d0bf73e96842b696ec10cf18e6,2.3543330999964382,,,False,False,False,not_needed_interior_fast_path
replication,3a7461a6c19714a6,4,50,50,2026080802,fixed_rank,__replication__,success,success,True,False,False,False,False,False,"[1, 1, 1]",,,,,7,dgp4_N50_T50_r2026080802_truth1-1-1,30ca720a35f059895f83e0f1d5641c7a05b2f66d31e0c9f6b1aa152e9c278c88,28.55880250001792,,,True,True,True,success
replication,3a7461a6c19714a6,4,50,50,2026080803,fixed_rank,__replication__,success,success,True,False,False,False,False,False,"[1, 1, 1]",,,,,7,dgp4_N50_T50_r2026080803_truth1-1-1,3e182992ac9433caf31e8699586db00bddd285c14c67e6b257f97b6a7a1a7155,3.7692643999762367,,,True,True,True,success
