record_type,run_id,dgp,N,T,replication,method,target,primary_status,status,completed_dgp_replication,point_estimate_valid,inference_valid,retained_for_bias_rmse,retained_for_coverage,retained_for_rejection,supplied_rank_vector,selected_rank_vector,cap_pilot_rank,candidate_coverage,rank_selection_diagnostics,expected_fit_count,semantic_replication_id,dgp_realization_hash,replication_runtime_seconds,exception_type,exception_message,unconstrained_outside_box,constrained_fallback_used,boundary_active,constrained_solver_status
replication,beb5729f4f89ab13,1,100,200,1,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp1_N100_T200_r00001_truth1-0-2,49412d70342f7621fac939d7703a21529cf5e6332d2679190e4af842b603cb54,47.703263200004585,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,False,False,False,not_needed_interior_fast_path
replication,beb5729f4f89ab13,1,100,200,2,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp1_N100_T200_r00002_truth1-0-2,0c365305d4e6f190d3a2fb39b7c267a3b9d00b8cb1be29cee4c3ace93894af91,46.731957399999374,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,False,False,False,not_needed_interior_fast_path
replication,beb5729f4f89ab13,1,100,200,0,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp1_N100_T200_r00000_truth1-1-1,b86ded7ea99bfd8662fdd52592499006c2e92bb985b26182fd7bd830a2a1e702,3471.824657799996,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,True,True,True,constrained_optimality_failure
replication,beb5729f4f89ab13,1,100,200,1,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp1_N100_T200_r00001_truth1-1-1,80e1fc64c442686377e622f96c04acf5e382969c56217fb1602da817ea4d1a21,1245.4686828999984,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,True,True,True,constrained_optimality_failure
replication,beb5729f4f89ab13,1,100,200,2,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp1_N100_T200_r00002_truth1-1-1,539271aeee9232db80d08b3e9f6290b2bd597b7ddc8d74c5e3f4616e309b224e,1208.9078219000003,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,True,True,True,success
replication,beb5729f4f89ab13,1,100,200,0,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp1_N100_T200_r00000_truth2-1-1,9f674841a2734c9228b38af025420855b534a4175742e1fcd0de2318bc4bda69,479.24736459999986,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,True,True,True,success
replication,beb5729f4f89ab13,1,100,200,1,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp1_N100_T200_r00001_truth2-1-1,6cfece194b0df26b794f5cccfc6351cc37cb9994d0b03ecf30fb364454d1b3a7,48.68047110000043,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,False,False,False,not_needed_interior_fast_path
replication,beb5729f4f89ab13,1,100,200,2,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp1_N100_T200_r00002_truth2-1-1,e49e07ff5e2e0f91c7d98933f92930dcc11784560107cafc2f66a28a8eafa4ae,48.86926500000118,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,False,False,False,not_needed_interior_fast_path
replication,beb5729f4f89ab13,1,200,100,0,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp1_N200_T100_r00000_truth1-0-2,4c41c6d73413eab9abdff7d176ee22212d8e9839a2ec7834d17710ea14929374,162.6038253000006,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,True,True,True,success
replication,beb5729f4f89ab13,1,200,100,1,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp1_N200_T100_r00001_truth1-0-2,ea2519709ea7cc78254b1116ce012d67870d1ccd39c6dd376a129133e1a1a6c5,47.203835400010576,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,False,False,False,not_needed_interior_fast_path
replication,beb5729f4f89ab13,1,200,100,2,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp1_N200_T100_r00002_truth1-0-2,8eea512602fe7eb7a0488edea8005eb77cf9ce3ae6b547c4d3e819b9458e508d,883.2765835000027,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,True,True,False,constrained_optimality_failure
replication,beb5729f4f89ab13,1,200,100,0,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp1_N200_T100_r00000_truth1-1-1,7c51149b5ba9ebbd5f734f03f0516a1f689aceef853ed41db0d3a00595d6a6eb,1395.122744799999,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,True,True,True,constrained_optimality_failure
replication,beb5729f4f89ab13,1,200,100,1,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp1_N200_T100_r00001_truth1-1-1,4a7bfecdc9fbb5c99e925b3563e9cffe1f59290c904eb0b0cf48524a753c9dd8,3072.9547821000015,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,True,True,True,success
replication,beb5729f4f89ab13,1,200,100,2,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp1_N200_T100_r00002_truth1-1-1,3b67976e2e3bb5b54f6d1a527edd2ecc21fe90874e8e4672d1e4e425df6e68e0,2112.7982956999986,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,True,True,True,success
replication,beb5729f4f89ab13,1,200,100,0,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp1_N200_T100_r00000_truth2-1-1,a17207675ce7fcba1c584c75ed4e01ac5a09be4775c8aecce0bcd7ee4aeca6cf,48.38168869999936,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,False,False,False,not_needed_interior_fast_path
replication,beb5729f4f89ab13,1,200,100,1,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp1_N200_T100_r00001_truth2-1-1,bcc04f16b887d5729f500266f9ad780aa857ddb73e1ef79ab4b6ceda1f916b22,45.141811300010886,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,False,False,False,not_needed_interior_fast_path
replication,beb5729f4f89ab13,1,200,100,2,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp1_N200_T100_r00002_truth2-1-1,c9eefdd30f3b9e6d4b6703bab506e5da40d5453d9e5f39d65859c9746a38402f,44.93542969999544,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,False,False,False,not_needed_interior_fast_path
replication,beb5729f4f89ab13,1,200,200,0,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp1_N200_T200_r00000_truth1-0-2,a1c4391452565bc84eacbe52e03f7d647686cef22036eab449c7c5596ce2f433,83.20730509998975,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,False,False,False,not_needed_interior_fast_path
replication,beb5729f4f89ab13,1,200,200,1,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp1_N200_T200_r00001_truth1-0-2,4a820aaa114840da4a2bb1ffa76e80b317f1159af1634458314a46973bc23b2b,75.22725650000211,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,False,False,False,not_needed_interior_fast_path
replication,beb5729f4f89ab13,1,200,200,2,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp1_N200_T200_r00002_truth1-0-2,625e87e47b6f510c732e69a2d44d5bc39a0f0b0d39a7a1c15d69e5da02a9fc21,68.88488349999534,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,False,False,False,not_needed_interior_fast_path
replication,beb5729f4f89ab13,1,200,200,0,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp1_N200_T200_r00000_truth1-1-1,bdc37c94860ec3faa784ecaa7b80c989b9faf8dc20aa3a453ebe221af6664836,60.44461299999966,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,False,False,False,not_needed_interior_fast_path
replication,beb5729f4f89ab13,1,200,200,1,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp1_N200_T200_r00001_truth1-1-1,61f8f87f37fe890d43feee69b857673a9ddf30491bccaef72afc756293727562,61.25863460000255,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,False,False,False,not_needed_interior_fast_path
replication,beb5729f4f89ab13,1,200,200,2,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp1_N200_T200_r00002_truth1-1-1,8a5067830d10ee7292df7d7ff078fda1ff0e614fb2c2a888210ffc1fdb1a666e,61.872133000004396,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,False,False,False,not_needed_interior_fast_path
replication,beb5729f4f89ab13,1,200,200,0,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp1_N200_T200_r00000_truth2-1-1,20469c9df1adb4b1127da604e11905e426f37a941f8a3d3f520884ed16d47c35,69.65897070000938,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,False,False,False,not_needed_interior_fast_path
replication,beb5729f4f89ab13,1,200,200,1,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp1_N200_T200_r00001_truth2-1-1,b17032203ef5f86d9c2eb9eb323cc1c700082a365d4c7430cc8a2de3ca76e6fb,69.55092510000395,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,False,False,False,not_needed_interior_fast_path
replication,beb5729f4f89ab13,1,200,200,2,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp1_N200_T200_r00002_truth2-1-1,f944481cbe9d21dc499f3811236c3da716d980c2abf644a47e1ef0b22fcf223a,68.2497846000042,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,False,False,False,not_needed_interior_fast_path
replication,beb5729f4f89ab13,1,50,50,0,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp1_N50_T50_r00000_truth1-0-2,ba7ed36a79c035a4068be3db80558214b11a91abeb02be2ab06e535d127b477d,823.2293321000034,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,True,True,True,constrained_optimality_failure
replication,beb5729f4f89ab13,1,50,50,1,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp1_N50_T50_r00001_truth1-0-2,2c266dd76035044b95b2d9963f84552853901739aac195b29a9a076ab7fbd42b,649.0855222999962,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,True,True,True,constrained_optimality_failure
replication,beb5729f4f89ab13,1,50,50,2,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp1_N50_T50_r00002_truth1-0-2,00bae92ad7a5f61ca7b412c7228d59f7a908227ad75104ee1724438dfd366d61,622.1936131000111,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,True,True,True,constrained_optimality_failure
replication,beb5729f4f89ab13,1,50,50,0,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp1_N50_T50_r00000_truth1-1-1,37c361870d7cd86f74c8816035fda96c1ac1edf891af94c00cda70de72187254,890.5018272000016,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,True,True,True,constrained_optimality_failure
replication,beb5729f4f89ab13,1,50,50,1,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp1_N50_T50_r00001_truth1-1-1,5234d58bddf64ea9bbaa348da120729fdc525badd5f1a3cdc1c1aa1084f3c0d2,934.3781468000016,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,True,True,True,constrained_optimality_failure
replication,beb5729f4f89ab13,1,50,50,2,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp1_N50_T50_r00002_truth1-1-1,60524f1113dfb9bd0797f4424951cb3fa7700e1fbc537cb4aab7cbe883b7982d,967.8513424000048,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,True,True,True,constrained_optimality_failure
replication,beb5729f4f89ab13,1,50,50,0,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp1_N50_T50_r00000_truth2-1-1,1462fc4f9c8ea33b5cf9b9126ee4122396880dbd733ad6379be085c4b307d24c,753.0934039999993,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,True,True,True,constrained_optimality_failure
replication,beb5729f4f89ab13,1,50,50,1,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp1_N50_T50_r00001_truth2-1-1,d8109b63072b32e86aa9531831f0025bdb913e47a4cdc4738af29bda57d29933,669.3352734999935,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,True,True,True,constrained_optimality_failure
replication,beb5729f4f89ab13,1,50,50,2,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp1_N50_T50_r00002_truth2-1-1,912e417f842cb279fde2d13c453e7a563162c412413397445e076aa238735a42,500.08046450000256,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,True,True,True,constrained_optimality_failure
replication,beb5729f4f89ab13,2,100,100,0,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp2_N100_T100_r00000_truth1-0-2,cca8127d10f5bf1b4ba96be177ddafe1cb8b744838fb090a353d52182a930342,409.74249819999386,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,True,True,True,constrained_optimality_failure
replication,beb5729f4f89ab13,2,100,100,1,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp2_N100_T100_r00001_truth1-0-2,c8cc760a59af7e7d1a670c0937691da9ff7fe0f5ddb5a54b71127e1f9e47143e,449.3988376999914,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,True,True,False,constrained_optimality_failure
replication,beb5729f4f89ab13,2,100,100,2,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp2_N100_T100_r00002_truth1-0-2,e7bb0fc373c6d9bd1bde637256a5e99d3b2ac7206fe65249062755bcfc4ab502,37.12367329999688,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,False,False,False,not_needed_interior_fast_path
replication,beb5729f4f89ab13,2,100,100,0,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp2_N100_T100_r00000_truth1-1-1,6888a4d45396a73291d84d9fa449ba78a9b855261cbf3b55832ed473f39069dc,2077.9702851999973,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,True,True,True,constrained_optimality_failure
replication,beb5729f4f89ab13,2,100,100,1,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp2_N100_T100_r00001_truth1-1-1,81ffaf02699b9efbbc281b6ef5abdf19271ecfd21f842bd7b07a85231e07701a,826.7981400999997,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,True,True,True,constrained_optimality_failure
replication,beb5729f4f89ab13,2,100,100,2,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp2_N100_T100_r00002_truth1-1-1,0e7ab7cc50766574cbd955915c9a95e5a2cc64030d01502d264f0f8996e75079,32.408229399996344,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,False,False,False,not_needed_interior_fast_path
replication,beb5729f4f89ab13,2,100,100,0,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp2_N100_T100_r00000_truth2-1-1,cfb7586796831989198ad9ddb3d953206a5ab992c108e6ec1008f6f8e139e45f,511.1722540999908,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,True,True,True,constrained_optimality_failure
replication,beb5729f4f89ab13,2,100,100,1,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp2_N100_T100_r00001_truth2-1-1,682aefd9796645100b4381fd22e78e3cb46e4a1568cd83165e5044d12953b5f8,545.4534276000049,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,True,True,False,constrained_optimality_failure
replication,beb5729f4f89ab13,2,100,100,2,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp2_N100_T100_r00002_truth2-1-1,a1494c2afa3b76e89ea036d50cc91299687670316e7f5db5139b5fb16f8e68f9,33.27462179999566,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,False,False,False,not_needed_interior_fast_path
replication,beb5729f4f89ab13,2,100,200,0,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp2_N100_T200_r00000_truth1-0-2,b052b2457e84d110d17de9a99ecc98b8ca0598371711a722601101b11db1404c,52.582964799992624,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,False,False,False,not_needed_interior_fast_path
replication,beb5729f4f89ab13,2,100,200,1,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp2_N100_T200_r00001_truth1-0-2,8879c49a02748d99f7ec6bf20f264528028858ba4b8dd25ce4e0c6ce02de230b,1193.6971212000062,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,True,True,True,success
replication,beb5729f4f89ab13,2,100,200,2,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp2_N100_T200_r00002_truth1-0-2,93e5f76dfa65380650722ed76a49513c58063b32ad2e7cd28a766e1d8ac252a7,53.090165600006,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,False,False,False,not_needed_interior_fast_path
replication,beb5729f4f89ab13,2,100,200,0,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp2_N100_T200_r00000_truth1-1-1,3741e20a64426270116afc33fd1d432b6b2eda419d25eaad9cdf82ade49ce1ac,1611.5920226000017,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,True,True,True,success
replication,beb5729f4f89ab13,2,100,200,1,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp2_N100_T200_r00001_truth1-1-1,c278d57358ee9c49fc4d70e83f10bb13fb943ac32229feca8934cde9fc6563c6,899.3414495999968,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,True,True,True,success
replication,beb5729f4f89ab13,2,100,200,2,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp2_N100_T200_r00002_truth1-1-1,5d020a33177e2e2e95c1959920b559659fc10b44328f6a8ada61c55cc9eec021,2030.507178699998,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,True,True,True,success
replication,beb5729f4f89ab13,2,100,200,0,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp2_N100_T200_r00000_truth2-1-1,3b53dc0e774e08804813d060d9770fc48d33f79a2bf2a6b00436b423cd43a51a,49.00637660000939,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,False,False,False,not_needed_interior_fast_path
replication,beb5729f4f89ab13,2,100,200,1,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp2_N100_T200_r00001_truth2-1-1,b8a5f1adeac6833cce44205826ff38723fe48c220896ec0a5f91d2eb45b7113d,53.51607880000665,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,False,False,False,not_needed_interior_fast_path
replication,beb5729f4f89ab13,2,100,200,2,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp2_N100_T200_r00002_truth2-1-1,e8cae7d8f70b6cff232c04809c8c58f685e231488df412c3ed8025db220bb9a8,49.6977681999997,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,False,False,False,not_needed_interior_fast_path
